image,class,confidence
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-50-1.BMP,glue,0.6058639287948608
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-52-1.BMP,glue,0.7220704555511475
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-54-1.BMP,glue,0.7062147259712219
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-56-1.BMP,glue,0.5312781929969788
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-60-1.BMP,glue,0.7241493463516235
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-64-1.BMP,glue,0.5761958360671997
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-66-1.BMP,glue,0.6696810126304626
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-66-1.BMP,glue,0.6645801067352295
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-68-1.BMP,glue,0.6241316199302673
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-72-1.BMP,glue,0.3697473406791687
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-72-1.BMP,glue,0.35373473167419434
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-74-1.BMP,glue,0.6752715110778809
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-78-1.BMP,glue,0.5248302221298218
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-80-1.BMP,glue,0.7321742177009583
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-82-1.BMP,glue,0.341500461101532
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-90-1.BMP,glue,0.3108071982860565
/cms/user/huangsuyun/yolov8/2025_9_15/MLF3WCIH0209_before_bonding_front/module_after_bonding_front_check_weaklight_haozhong-92-1.BMP,glue,0.6408955454826355
